Class combination;Number of classes;K worst features rejected;Mean Accuracy;Worst features labels
(1, 2, 3, 4, 5, 6);6;70;0.69;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35
(1, 2, 3, 4, 5, 6);6;71;0.69;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 SSC34
(1, 2, 3, 4, 5, 6);6;72;0.69;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 SSC34 WL60
(1, 2, 3, 4, 5, 6);6;73;0.69;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 SSC34 WL60 SSC56
(1, 2, 3, 4, 5, 6);6;74;0.69;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 SSC34 WL60 SSC56 WL21
(1, 2, 3, 4, 5, 6);6;75;0.69;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 SSC56 MAV40 WL60 WL21 SSC34
(1, 2, 3, 4, 5, 6);6;76;0.69;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 SSC56 MAV40 WL60 WL21 SSC34 MAV31
(1, 2, 3, 4, 5, 6);6;77;0.69;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 SSC56 MAV40 WL60 WL21 SSC34 MAV31 MAV36
(1, 2, 3, 4, 5, 6);6;78;0.69;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 SSC56 MAV40 WL60 WL21 SSC34 MAV31 MAV36 MAV45
(1, 2, 3, 4, 5, 6);6;79;0.69;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 SSC56 MAV40 WL60 WL21 SSC34 MAV31 MAV36 MAV45 SSC54
(1, 2, 3, 4, 5, 6);6;80;0.69;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 SSC56 MAV40 WL60 WL21 SSC34 MAV31 MAV36 MAV45 SSC54 SSC35
(1, 2, 3, 4, 5, 6);6;81;0.68;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 SSC56 MAV40 WL60 WL21 SSC34 MAV31 MAV36 MAV45 SSC54 SSC35 SSC31
(1, 2, 3, 4, 5, 6);6;82;0.69;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 SSC56 MAV40 WL60 WL21 SSC34 MAV31 MAV36 MAV45 SSC54 SSC35 SSC31 ZC34
(1, 2, 3, 4, 5, 6);6;83;0.69;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 SSC56 MAV40 WL60 WL21 SSC34 MAV31 MAV36 MAV45 SSC54 SSC35 SSC31 ZC34 ZC31
(1, 2, 3, 4, 5, 6);6;84;0.69;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 SSC56 MAV40 WL60 WL21 SSC34 MAV31 MAV45 SSC31 ZC34 SSC35 ZC31 WL33 SSC54 MAV36
(1, 2, 3, 4, 5, 6);6;85;0.67;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 SSC56 MAV40 WL60 WL21 SSC34 MAV31 MAV45 SSC31 ZC34 SSC35 ZC31 WL33 SSC54 MAV36 ZC60
(1, 2, 3, 4, 5, 6);6;86;0.68;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 SSC56 MAV40 WL60 WL21 SSC34 MAV31 MAV45 SSC31 ZC34 SSC35 ZC31 WL33 SSC54 MAV36 ZC60 SSC50
(1, 2, 3, 4, 5, 6);6;87;0.69;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 SSC56 MAV40 WL60 WL21 SSC34 MAV31 MAV45 SSC31 ZC34 SSC35 ZC31 WL33 SSC54 MAV36 ZC60 SSC50 SSC33
(1, 2, 3, 4, 5, 6);6;88;0.69;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 SSC56 MAV40 WL60 WL21 SSC34 MAV31 MAV45 SSC31 ZC34 SSC35 ZC31 WL33 SSC54 MAV36 ZC60 SSC50 SSC33 WL45
(1, 2, 3, 4, 5, 6);6;89;0.68;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 SSC56 MAV40 WL60 WL21 SSC34 MAV31 MAV45 SSC31 ZC34 SSC35 ZC31 WL33 SSC54 MAV36 ZC60 SSC50 SSC33 WL45 SSC26
(1, 2, 3, 4, 5, 6);6;90;0.68;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 MAV40 SSC35 WL60 ZC34 SSC34 SSC56 WL45 SSC50 SSC26 MAV31 ZC31 WL33 ZC60 WL30 MAV45 SSC33 MAV36 SSC54 WL21 SSC31
(1, 2, 3, 4, 5, 6);6;91;0.69;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 MAV40 SSC35 WL60 ZC34 SSC34 SSC56 WL45 SSC50 SSC26 MAV31 ZC31 WL33 ZC60 WL30 MAV45 SSC33 MAV36 SSC54 WL21 SSC31 WL29
(1, 2, 3, 4, 5, 6);6;92;0.69;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 MAV40 SSC35 WL60 ZC34 SSC34 SSC56 WL45 SSC50 SSC26 MAV31 ZC31 WL33 ZC60 WL30 MAV45 SSC33 MAV36 SSC54 WL21 SSC31 WL29 ZC51
(1, 2, 3, 4, 5, 6);6;93;0.68;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 MAV40 SSC35 WL60 ZC34 SSC34 SSC56 WL45 SSC50 SSC26 MAV31 ZC31 WL33 ZC60 WL30 MAV45 SSC33 MAV36 SSC54 WL21 SSC31 WL29 ZC51 MAV22
(1, 2, 3, 4, 5, 6);6;94;0.68;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 MAV40 SSC35 WL60 ZC34 SSC34 SSC56 WL45 SSC50 SSC26 MAV31 ZC31 WL33 ZC60 WL30 MAV45 SSC33 MAV36 SSC54 WL21 SSC31 WL29 ZC51 MAV22 SSC5
(1, 2, 3, 4, 5, 6);6;95;0.68;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 MAV40 SSC35 WL60 ZC34 SSC34 SSC56 WL45 SSC50 SSC26 MAV31 ZC31 WL33 ZC60 WL30 MAV45 SSC33 MAV36 SSC54 WL21 SSC31 WL29 ZC51 MAV22 SSC5 ZC26
(1, 2, 3, 4, 5, 6);6;96;0.68;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 MAV40 SSC35 WL60 ZC34 SSC34 SSC56 WL45 SSC50 SSC26 MAV31 ZC31 WL33 ZC60 WL30 MAV45 SSC33 MAV36 SSC54 WL21 SSC31 WL29 ZC51 SSC5 MAV9 ZC26 MAV22
(1, 2, 3, 4, 5, 6);6;97;0.69;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 MAV40 SSC35 WL60 ZC34 SSC34 SSC56 WL45 SSC50 SSC26 MAV31 ZC31 WL33 ZC60 WL30 MAV45 SSC33 MAV36 SSC54 WL21 SSC31 WL29 ZC51 SSC5 MAV9 ZC26 MAV22 VAR40
(1, 2, 3, 4, 5, 6);6;98;0.68;VAR39 ZC50 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC25 MAV53 SSC30 ZC32 ZC30 ZC29 SSC22 SSC21 MAV39 MAV38 VAR45 WL22 MAV37 SSC37 VAR49 MAV33 VAR32 ZC22 ZC21 VAR53 VAR56 WL32 ZC37 ZC38 ZC39 ZC40 WL37 WL38 WL39 WL40 SSC53 VAR33 ZC14 VAR34 ZC13 ZC54 ZC53 VAR35 SSC38 VAR16 VAR36 VAR37 WL53 ZC46 ZC45 SSC39 VAR61 MAV21 MAV16 SSC40 MAV13 SSC13 MAV61 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 ZC35 MAV40 SSC35 WL60 ZC34 SSC34 SSC56 WL45 SSC50 SSC26 MAV31 ZC31 WL33 ZC60 WL30 MAV45 SSC33 MAV36 SSC54 WL21 SSC31 WL29 ZC51 SSC5 MAV9 ZC26 MAV22 VAR40 MAV32
(1, 2, 3, 4, 5, 6);6;99;0.69;SSC35 VAR16 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC56 MAV53 SSC30 MAV49 MAV45 SSC31 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 VAR32 SSC33 WL29 WL30 ZC60 WL32 WL33 MAV32 MAV31 SSC26 WL37 WL38 WL39 WL40 SSC53 VAR33 SSC50 VAR34 WL45 ZC54 ZC53 VAR35 ZC51 ZC50 VAR36 VAR37 WL53 ZC46 ZC45 SSC34 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 VAR39 VAR40 MAV61 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC40 ZC39 ZC38 ZC37 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35
(1, 2, 3, 4, 5, 6);6;100;0.68;SSC35 VAR16 SSC61 VAR21 VAR13 VAR22 VAR9 VAR5 MAV56 SSC29 SSC56 MAV53 SSC30 MAV49 MAV45 SSC31 SSC5 MAV40 MAV39 MAV38 WL21 WL22 MAV37 SSC54 MAV36 MAV33 VAR32 SSC33 WL29 WL30 ZC60 WL32 WL33 MAV32 MAV31 SSC26 WL37 WL38 WL39 WL40 SSC53 VAR33 SSC50 VAR34 WL45 ZC54 ZC53 VAR35 ZC51 ZC50 VAR36 VAR37 WL53 ZC46 ZC45 SSC34 MAV22 MAV21 MAV16 WL60 MAV13 SSC13 MAV9 SSC14 SSC46 SSC16 SSC45 MAV5 VAR38 VAR39 VAR40 MAV61 SSC40 VAR61 SSC39 SSC38 ZC13 ZC14 ZC40 ZC39 ZC38 ZC37 VAR56 VAR53 ZC21 ZC22 VAR49 SSC37 VAR45 ZC26 SSC21 SSC22 ZC29 ZC30 ZC31 ZC32 SSC25 ZC34 ZC35 VAR17
